event_story,answer,Event,Context,event1,event2,Relation,GPT3_TE,GPT4_TE,GPT3_5_QA,GPT4_QA
event: the boy friends admired his ingenuity starts after A boy walk up to the ticket taker at the local circus story: A boy walked up to the ticket taker at the local circus. He asked if he could get in for free because he was poor. The ticket taker pitied the boy but couldn't do what he wanted. The boy began to dance for the people in line to earn money. The boy bought his ticket and gave the ticket taker a dirty look., positive, the boy friends admired his ingenuity starts after a boy walk up to the ticket taker at the local circus , A boy walked up to the ticket taker at the local circus. He asked if he could get in for free because he was poor. The ticket taker pitied the boy but couldn't do what he wanted. The boy began to dance for the people in line to earn money. The boy bought his ticket and gave the ticket taker a dirty look., the boy friends admired his ingenuity , a boy walk up to the ticket taker at the local circus ,after, False,FALSE, after, after
"event: The toy was destroyed beyond use  starts after they stole it and hid under the bed with it story: Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.", positive, the toy was destroyed beyond use  starts after they stole it and hid under the bed with it ," Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.", the toy was destroyed beyond use  , they stole it and hid under the bed with it ,after, True,TRUE, after, after
"event: Brenda was alive starts before the tested added up her score story: Brenda was excited to be turning 16 today. After breakfast, she drove with her mother to the DMV office. She found the the written test to be very easy for her. After the driving test she watched as the tester added up her score. That night Brenda proudly drove alone to visit with her friends.", positive, brenda was alive starts before the tested added up her score ," Brenda was excited to be turning 16 today. After breakfast, she drove with her mother to the DMV office. She found the the written test to be very easy for her. After the driving test she watched as the tester added up her score. That night Brenda proudly drove alone to visit with her friends.", brenda was alive , the tested added up her score ,before, False,TRUE, after, before
"event: the $50 bill fell out of a pocket in the washer starts after she was doing laundry story: Cammie lost a $50 bill somewhere. ""She was so upset, she almost cried."" ""Then, the next day, doing laundry, she found it!"" ""It was wet, wrinkled, and clean in the washer!"" Cammie was elated!", positive, the $50 bill fell out of a pocket in the washer starts after she was doing laundry ," Cammie lost a $50 bill somewhere. ""She was so upset, she almost cried."" ""Then, the next day, doing laundry, she found it!"" ""It was wet, wrinkled, and clean in the washer!"" Cammie was elated!", the $50 bill fell out of a pocket in the washer , she was doing laundry ,after, True,FALSE, after, before
event: Jerome tasted the chili starts after he spent a full day perfecting the chili story: Jerome entered himself into a chili cook off. He decided to make his grandpa's old family recipe. He went to the store and bought the ingredients. Jerome spent a full day perfecting the chili. He got up early the next morning and drove to the cook off., positive, jerome tasted the chili starts after he spent a full day perfecting the chili , Jerome entered himself into a chili cook off. He decided to make his grandpa's old family recipe. He went to the store and bought the ingredients. Jerome spent a full day perfecting the chili. He got up early the next morning and drove to the cook off., jerome tasted the chili , he spent a full day perfecting the chili ,after, True,FALSE, after, after
"event: Yesterday, she wore it while doing an art project. starts before she spilled dye on it story: Kelly absolutely loved her new pink dress. She wore it everywhere she could. Unfortunately yesterday she spilled dye on it. Thankfully she was able to get it out. Kelly vowed to never ruin it again.", positive," yesterday, she wore it while doing an art project. starts before she spilled dye on it ", Kelly absolutely loved her new pink dress. She wore it everywhere she could. Unfortunately yesterday she spilled dye on it. Thankfully she was able to get it out. Kelly vowed to never ruin it again.," yesterday, she wore it while doing an art project. ", she spilled dye on it ,before, True,FALSE, before, before
"event: Carter wore pajamas starts before Carter sleep in his crib story: Carter slept in his crib. ""In the morning, he climbed out of it."" His dad transitioned the bed into a toddler bed. Carter discovered that he could just get into his bed without climbing. Carter now sleeps in his toddler bed.", positive, carter wore pajamas starts before carter sleep in his crib ," Carter slept in his crib. ""In the morning, he climbed out of it."" His dad transitioned the bed into a toddler bed. Carter discovered that he could just get into his bed without climbing. Carter now sleeps in his toddler bed.", carter wore pajamas , carter sleep in his crib ,before, False,FALSE, before, before
"event: Frances cared about staying healthy. starts before She n't sweat so she did n't think she had to drink a lot of water story: Frances was 78 years old and did very light workouts every day. She didn't sweat so she didn't think she had to drink a lot of water. ""On July 4th, 2016 it was 100 degrees out and she went for a walk."" During halfway through her walk she got dizzy and fainted. She woke up in the ER and the Doctors told her she was dehydrated.", positive, frances cared about staying healthy. starts before she n't sweat so she did n't think she had to drink a lot of water ," Frances was 78 years old and did very light workouts every day. She didn't sweat so she didn't think she had to drink a lot of water. ""On July 4th, 2016 it was 100 degrees out and she went for a walk."" During halfway through her walk she got dizzy and fainted. She woke up in the ER and the Doctors told her she was dehydrated.", frances cared about staying healthy. , she n't sweat so she did n't think she had to drink a lot of water ,before, True,TRUE, before, before
"event: Matt got out of breath starts after Matt begin his exercise routine by stretching story: Matt began his exercise routine by stretching. ""He was excited already, but he was anxious when Mia joined him."" She smiled and handed him a jump rope. ""Time for their weekly challenge, he thought, beginning to jump."" He jumped fifty times before stopping.", positive, matt got out of breath starts after matt begin his exercise routine by stretching ," Matt began his exercise routine by stretching. ""He was excited already, but he was anxious when Mia joined him."" She smiled and handed him a jump rope. ""Time for their weekly challenge, he thought, beginning to jump."" He jumped fifty times before stopping.", matt got out of breath , matt begin his exercise routine by stretching ,after, True,None, after, after
"event: Simon feels a sense of panic. starts after he got no response to his applications story: Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. ""At first, he got no response."" Finally someone contacted him and offered him a job.", positive, simon feels a sense of panic. starts after he got no response to his applications ," Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. ""At first, he got no response."" Finally someone contacted him and offered him a job.", simon feels a sense of panic. , he got no response to his applications ,after, True,FALSE, before, before
"event: Chris had a father. starts before One end being punched story: Everyone got together. They were celebrating Chris's 13th birthday. ""However, some of his relatives were arguing about money."" One ended up being punched. Chris's father had to kick them out of the house.", positive, chris had a father. starts before one end being punched ," Everyone got together. They were celebrating Chris's 13th birthday. ""However, some of his relatives were arguing about money."" One ended up being punched. Chris's father had to kick them out of the house.", chris had a father. , one end being punched ,before, True,TRUE, after, before
event: Our son is not lactose intolerant starts before He be very silly to say the least story: Our son is silly when it comes to drinking fluids. He only likes to drink milk. Doesn't even like to drink juice! He will also only drink from one type of cup. He is very silly to say the least., positive, our son is not lactose intolerant starts before he be very silly to say the least , Our son is silly when it comes to drinking fluids. He only likes to drink milk. Doesn't even like to drink juice! He will also only drink from one type of cup. He is very silly to say the least., our son is not lactose intolerant , he be very silly to say the least ,before, True,TRUE, after, before
event: Ron tried out for the baseball team. starts before the coach had him catch a few story: Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!, positive, ron tried out for the baseball team. starts before the coach had him catch a few , Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!, ron tried out for the baseball team. , the coach had him catch a few ,before, True,TRUE, after, before
event: Jenney held snow in her hands starts before She had hand-packed thirty snowballs. story: Jenny was crouched behind the fence. She had hand-packed thirty snowballs. Her brother came around the corner. Jenny stood to throw her snowballs. Five armed boys showered her with snowballs., positive, jenney held snow in her hands starts before she had hand-packed thirty snowballs. , Jenny was crouched behind the fence. She had hand-packed thirty snowballs. Her brother came around the corner. Jenny stood to throw her snowballs. Five armed boys showered her with snowballs., jenney held snow in her hands , she had hand-packed thirty snowballs. ,before, True,FALSE, before, after
"event: The audience was angry. starts after the film malfunctioned. story: Corey went to see a movie at the theatre. The movie began playing. ""Ten minutes into the movie, the film malfunctioned."" Everyone was given their money back. Corey returned to the movies the next week.", positive, the audience was angry. starts after the film malfunctioned. ," Corey went to see a movie at the theatre. The movie began playing. ""Ten minutes into the movie, the film malfunctioned."" Everyone was given their money back. Corey returned to the movies the next week.", the audience was angry. , the film malfunctioned. ,after, False,FALSE, before, after
"event: Wallace wanted to swim in early September. starts after Wallace go home unsatisfied story: Milwaukee resident Wallace wanted to go swimming in the lake. ""It was early September, and he donned his swim trunks."" He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.", positive, wallace wanted to swim in early september. starts after wallace go home unsatisfied ," Milwaukee resident Wallace wanted to go swimming in the lake. ""It was early September, and he donned his swim trunks."" He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.", wallace wanted to swim in early september. , wallace go home unsatisfied ,after, False,FALSE, after, before
"event: Ellie put on her shoes starts before she got to go play at the playground story: Ellie wanted to go to the playground. She asked her mom to take her. Her mom promised that they could go if Ellie ate all her lunch. Ellie diligently ate every bit of her soup and sandwich. ""And after lunch, she got to go play at the playground!""", positive, ellie put on her shoes starts before she got to go play at the playground ," Ellie wanted to go to the playground. She asked her mom to take her. Her mom promised that they could go if Ellie ate all her lunch. Ellie diligently ate every bit of her soup and sandwich. ""And after lunch, she got to go play at the playground!""", ellie put on her shoes , she got to go play at the playground ,before, True,TRUE, after, before
event: Bob used a credit card to pay for the sticky wrap. starts before Bob be happy to see the wrap worked exactly like it should story: Bob needed to keep some drawers closed. He found a sticky wrap online and ordered it. When it came Bob wasn't very confident it would work. He wrapped it to itself around his set of plastic drawers. Bob was happy to see the wrap worked exactly like it should., positive, bob used a credit card to pay for the sticky wrap. starts before bob be happy to see the wrap worked exactly like it should , Bob needed to keep some drawers closed. He found a sticky wrap online and ordered it. When it came Bob wasn't very confident it would work. He wrapped it to itself around his set of plastic drawers. Bob was happy to see the wrap worked exactly like it should., bob used a credit card to pay for the sticky wrap. , bob be happy to see the wrap worked exactly like it should ,before, False,TRUE, before, before
"event: Tom demanded an apology from the dog owner starts after the dog pounced on him story: Tom was in the local park one afternoon. He saw a rather disobedient dog in the distance. The dog's owner through a frisbee in Tom's direction. ""Unfortunately, the dog decided to pounce on Tom instead."" The dog's owner didn't even apologize.", positive, tom demanded an apology from the dog owner starts after the dog pounced on him ," Tom was in the local park one afternoon. He saw a rather disobedient dog in the distance. The dog's owner through a frisbee in Tom's direction. ""Unfortunately, the dog decided to pounce on Tom instead."" The dog's owner didn't even apologize.", tom demanded an apology from the dog owner , the dog pounced on him ,after, True,FALSE, after, after
"event: My parents were supportive. starts before I thank my parents for their support story: I graduated college without job prospects. Thankfully, my parents let me stay home until I found a job. Alas, I could not find a job after six months of searching. My parents understood and continued to let me live at their house. I soon found a job and I thanked my parents for their support.", positive, my parents were supportive. starts before i thank my parents for their support ," I graduated college without job prospects. Thankfully, my parents let me stay home until I found a job. Alas, I could not find a job after six months of searching. My parents understood and continued to let me live at their house. I soon found a job and I thanked my parents for their support.", my parents were supportive. , i thank my parents for their support ,before, True,TRUE, after, before
event: Bianca drove back home from the store. starts after She want to make her hair a lighter color story: Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards., positive, bianca drove back home from the store. starts after she want to make her hair a lighter color , Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards., bianca drove back home from the store. , she want to make her hair a lighter color ,after, False,FALSE, before, before
event: Ellen was very excited to be the winner. starts after Ellen decide to buy tickets story: Ellen's nephew was selling raffle tickets. Ellen decided to buy tickets. Someone from the fundraiser called Ellen. She had won a prize of five hundred dollars! Ellen drove to town to pick up her cash prize., positive, ellen was very excited to be the winner. starts after ellen decide to buy tickets , Ellen's nephew was selling raffle tickets. Ellen decided to buy tickets. Someone from the fundraiser called Ellen. She had won a prize of five hundred dollars! Ellen drove to town to pick up her cash prize., ellen was very excited to be the winner. , ellen decide to buy tickets ,after, True,TRUE, after, after
"event: Jim felt panicked by the situation. starts after Jim realized he had no time to fix his shower drain story: Jim needed to take a shower. But his shower drain was clogged. He had no time to fix it. And he rushed to school. That day, everyone avoided Jim.", positive, jim felt panicked by the situation. starts after jim realized he had no time to fix his shower drain ," Jim needed to take a shower. But his shower drain was clogged. He had no time to fix it. And he rushed to school. That day, everyone avoided Jim.", jim felt panicked by the situation. , jim realized he had no time to fix his shower drain ,after, True,TRUE, before, after
"event: Charles was approved to donate plasma starts before He pass in the clinic story: Charles needed money and payday was a week away. He drove to a local clinic and applied to donate plasma. ""After donating plasma, Charles felt weak."" He passed out in the clinic. ""When he woke up, nurses were in his face and he asked for his check.""", positive, charles was approved to donate plasma starts before he pass in the clinic ," Charles needed money and payday was a week away. He drove to a local clinic and applied to donate plasma. ""After donating plasma, Charles felt weak."" He passed out in the clinic. ""When he woke up, nurses were in his face and he asked for his check.""", charles was approved to donate plasma , he pass in the clinic ,before, True,TRUE, after, before
"event: Mice got into the garbage starts after The garlic be so strong that it ruined the sandwich story: I made a grilled cheese sandwich. I decided to spice it up with some garlic. The garlic was so strong that it ruined the sandwich. I threw it in the garbage. ""Luckily, the mice in my kitchen found it delicious.""", positive, mice got into the garbage starts after the garlic be so strong that it ruined the sandwich ," I made a grilled cheese sandwich. I decided to spice it up with some garlic. The garlic was so strong that it ruined the sandwich. I threw it in the garbage. ""Luckily, the mice in my kitchen found it delicious.""", mice got into the garbage , the garlic be so strong that it ruined the sandwich ,after, True,TRUE, after, after
"event: Matt and his girlfriend did not do what they had been planning on doing today. starts after They arrive at their destination story: Matt was on a train with his girlfriend. They arrived at their destination and got off the train. Five minutes later, Matt's girlfriend realized she forgot her phone. They had to drive really far to get her phone. Matt was annoyed and frustrated with the situation.", positive, matt and his girlfriend did not do what they had been planning on doing today. starts after they arrive at their destination ," Matt was on a train with his girlfriend. They arrived at their destination and got off the train. Five minutes later, Matt's girlfriend realized she forgot her phone. They had to drive really far to get her phone. Matt was annoyed and frustrated with the situation.", matt and his girlfriend did not do what they had been planning on doing today. , they arrive at their destination ,after, True,TRUE, after, after
event: Farrah was given a ticket starts after She n't notice that he stopped story: Farrah was driving home from school. A person was riding a bicycle in front of her. He continued to move slowly. Farrah looked away for a second. She didn't notice that he stopped and she ran over him., positive, farrah was given a ticket starts after she n't notice that he stopped , Farrah was driving home from school. A person was riding a bicycle in front of her. He continued to move slowly. Farrah looked away for a second. She didn't notice that he stopped and she ran over him., farrah was given a ticket , she n't notice that he stopped ,after, True,None, after, after
event: The man was dismayed to find that he had gray hairs starts before He shave his hair off story: The man grew out his hair. He saw some gray hairs. He shaved his hair off. He bought some hair dye. He used hair dye the next time he grew out his hair., positive, the man was dismayed to find that he had gray hairs starts before he shave his hair off , The man grew out his hair. He saw some gray hairs. He shaved his hair off. He bought some hair dye. He used hair dye the next time he grew out his hair., the man was dismayed to find that he had gray hairs , he shave his hair off ,before, False,FALSE, before, before
"event: Joe was angry about his son's lie starts before Joe believe his son story: ""My friend Joe has a son, 16."" When his son was 13 he told his dad there was no summer reading. Joe believed his son. I went online and found the school did have summer reading. ""Joe told his son to do the reading, plus one book.""", positive, joe was angry about his son's lie starts before joe believe his son ," ""My friend Joe has a son, 16."" When his son was 13 he told his dad there was no summer reading. Joe believed his son. I went online and found the school did have summer reading. ""Joe told his son to do the reading, plus one book.""", joe was angry about his son's lie , joe believe his son ,before, True,FALSE, after, after
event: Ashley was knowledgeable on Asian cuisine. starts before She buy vegetables and rice to make stir - fry story: Ashley had just bought a wok from the mall. She wanted to make Asian bard for her family tonight. She bought vegetables and rice to make stir-fry. When she came she prepared the meal in her new wok. Her family complimented on her great cooking afterwards., positive, ashley was knowledgeable on asian cuisine. starts before she buy vegetables and rice to make stir - fry , Ashley had just bought a wok from the mall. She wanted to make Asian bard for her family tonight. She bought vegetables and rice to make stir-fry. When she came she prepared the meal in her new wok. Her family complimented on her great cooking afterwards., ashley was knowledgeable on asian cuisine. , she buy vegetables and rice to make stir - fry ,before, False,TRUE, before, before
event: Ed was putting on a show starts after he looked glum story: Ed was learning to play poker. His friends had thrown all their cards in. Wd looked so glum that they felt sure to win. But then Ed threw down his cards: full house! They groaned to see that he had already mastered the poker face., positive, ed was putting on a show starts after he looked glum , Ed was learning to play poker. His friends had thrown all their cards in. Wd looked so glum that they felt sure to win. But then Ed threw down his cards: full house! They groaned to see that he had already mastered the poker face., ed was putting on a show , he looked glum ,after, False,TRUE, after, after
event: Sara and Joseph bought cupcake ingredients starts before Sara ordered a one tier cake and baked matching cupcakes. story: Sara and Joseph were planning their wedding. They were on a tight budget. They couldn't afford a three tiered cake. Sara ordered a one tier cake and baked matching cupcakes. The cupcakes were a big hit amongst the guest., positive, sara and joseph bought cupcake ingredients starts before sara ordered a one tier cake and baked matching cupcakes. , Sara and Joseph were planning their wedding. They were on a tight budget. They couldn't afford a three tiered cake. Sara ordered a one tier cake and baked matching cupcakes. The cupcakes were a big hit amongst the guest., sara and joseph bought cupcake ingredients , sara ordered a one tier cake and baked matching cupcakes. ,before, True,FALSE, before, before
event: Brent brought his hunting gear with him. starts after Brent want to shoot a deer story: Brent is an avid hunter. Brent wanted to shoot a deer. Brent put on his camouflage gear. Brent was not able to hunt a deer. Brent went home disappointed., positive, brent brought his hunting gear with him. starts after brent want to shoot a deer , Brent is an avid hunter. Brent wanted to shoot a deer. Brent put on his camouflage gear. Brent was not able to hunt a deer. Brent went home disappointed., brent brought his hunting gear with him. , brent want to shoot a deer ,after, True,TRUE, before, before
"event: The scoutmaster talked to the five initiates. starts before the scouts cheer story: The scouts gathered around the hot fire. The scoutmaster had five initiates lined up ready to walk. He prepped their feet and they started to walk across the coals. As the last initiate successfully made it across, the scouts cheered. The s'mores and marshmallows were brought out to celebrate.", positive, the scoutmaster talked to the five initiates. starts before the scouts cheer ," The scouts gathered around the hot fire. The scoutmaster had five initiates lined up ready to walk. He prepped their feet and they started to walk across the coals. As the last initiate successfully made it across, the scouts cheered. The s'mores and marshmallows were brought out to celebrate.", the scoutmaster talked to the five initiates. , the scouts cheer ,before, True,TRUE, before, before
"event: Samantha got a haircut starts after she sold 85 tickets at a quarter a piece story: Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""", positive, samantha got a haircut starts after she sold 85 tickets at a quarter a piece ," Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""", samantha got a haircut , she sold 85 tickets at a quarter a piece ,after, True,TRUE, after,before
event: Eli had money  starts before Eli move the boxes away from the door story: Eli ordered a lot of products off the Internet. He was asleep when the parcel delivery service came. She stacked all of Eli's packages directly in front of his door. When he woke up he couldn't open his door! Eli climbed out the window and moved the boxes away from the door., positive, eli had money  starts before eli move the boxes away from the door , Eli ordered a lot of products off the Internet. He was asleep when the parcel delivery service came. She stacked all of Eli's packages directly in front of his door. When he woke up he couldn't open his door! Eli climbed out the window and moved the boxes away from the door., eli had money  , eli move the boxes away from the door ,before, True,TRUE, after, before
event: One foot was touching the floor starts before I balanced one foot underneath me story: I never sit in a chair normally. I sat down a minute ago and pulled my feet up. I balanced one foot underneath me. Then I put my knee up by my chest. I sat there resembling a monkey while I worked., positive, one foot was touching the floor starts before i balanced one foot underneath me , I never sit in a chair normally. I sat down a minute ago and pulled my feet up. I balanced one foot underneath me. Then I put my knee up by my chest. I sat there resembling a monkey while I worked., one foot was touching the floor , i balanced one foot underneath me ,before, True,FALSE, before, after
event: Tom was in pain. starts after he fell down a cliff story: Tom and his friends decided to go hiking. While hiking Tom tripped and fell down a cliff. He was injured so his friends called for help. Search and rescue came and saved Tom. After a two weeks in the hospital Tom recovered., positive, tom was in pain. starts after he fell down a cliff , Tom and his friends decided to go hiking. While hiking Tom tripped and fell down a cliff. He was injured so his friends called for help. Search and rescue came and saved Tom. After a two weeks in the hospital Tom recovered., tom was in pain. , he fell down a cliff ,after, True,TRUE, after, after
"event: Greg is alive. starts before he decide to walk by an unfamiliar road story: Greg is an old man. He stays active by walking. One day he decided to walk by an unfamiliar road. During this walk he tripped over a crack in the road. ""Greg hurt himself badly, but decided not to see a doctor.""", positive, greg is alive. starts before he decide to walk by an unfamiliar road ," Greg is an old man. He stays active by walking. One day he decided to walk by an unfamiliar road. During this walk he tripped over a crack in the road. ""Greg hurt himself badly, but decided not to see a doctor.""", greg is alive. , he decide to walk by an unfamiliar road ,before, True,TRUE, after, before
"event: I said goodbye to my neighbor. starts after He say that there is a loose cat going around the neighborhood story: I was talking to my neighbor this morning. He said that there is a loose cat going around the neighborhood. ""I told him that I thought I saw it, also."" ""When I went back inside, I heard a small """"meow""""."" The cat had been following me and got inside my house.", positive, i said goodbye to my neighbor. starts after he say that there is a loose cat going around the neighborhood ," I was talking to my neighbor this morning. He said that there is a loose cat going around the neighborhood. ""I told him that I thought I saw it, also."" ""When I went back inside, I heard a small """"meow""""."" The cat had been following me and got inside my house.", i said goodbye to my neighbor. , he say that there is a loose cat going around the neighborhood ,after, True,FALSE, before, before
"event: Sara was not invited to that friend's house again starts after her friend's parents were mad and sent her home story: Sara was at her friend's house. They were jumping around and playing make believe. ""Suddenly, she fell on to the table."" The leg snapped and the whole thing broke. Her friend's parents were so mad and sent her home.", positive, sara was not invited to that friend's house again starts after her friend's parents were mad and sent her home ," Sara was at her friend's house. They were jumping around and playing make believe. ""Suddenly, she fell on to the table."" The leg snapped and the whole thing broke. Her friend's parents were so mad and sent her home.", sara was not invited to that friend's house again , her friend's parents were mad and sent her home ,after, True,TRUE, after, after
"event: Alex's girlfriend put the chips in her mouth. starts after ""When she received it, she opened it and started to eat."" story: Alex purchased a bag of chips for his girlfriend at the store. ""When she received it, she opened it and started to eat."" The pieces were stale. She checked for any holes in the bag. ""Surprisingly, she didn't see any holes.""", positive," alex's girlfriend put the chips in her mouth. starts after ""when she received it, she opened it and started to eat."" "," Alex purchased a bag of chips for his girlfriend at the store. ""When she received it, she opened it and started to eat."" The pieces were stale. She checked for any holes in the bag. ""Surprisingly, she didn't see any holes.""", alex's girlfriend put the chips in her mouth. ," ""when she received it, she opened it and started to eat."" ",after, True,TRUE, after, after
event: The craftsman likes to blow glass. starts before Aiden have a surprisingly good time crafting his trinket story: Aiden went to a glassblowing workshop for a field trip. He wasn't very interested in the trip. One of the craftsman picked him to craft glass. Aiden had a surprisingly good time crafting his trinket. He helps around the glass workshop on his spare time., positive, the craftsman likes to blow glass. starts before aiden have a surprisingly good time crafting his trinket , Aiden went to a glassblowing workshop for a field trip. He wasn't very interested in the trip. One of the craftsman picked him to craft glass. Aiden had a surprisingly good time crafting his trinket. He helps around the glass workshop on his spare time., the craftsman likes to blow glass. , aiden have a surprisingly good time crafting his trinket ,before, True,TRUE, after, before
event: Sam felt frustrated. starts after a tree branch tore his top story: Sam drove a convertible. One day a tree branch tore his top. Sam needed to replace it. He found an inexpensive option online. Sam had a new top in a few days., positive, sam felt frustrated. starts after a tree branch tore his top , Sam drove a convertible. One day a tree branch tore his top. Sam needed to replace it. He found an inexpensive option online. Sam had a new top in a few days., sam felt frustrated. , a tree branch tore his top ,after, False,FALSE, after, before
event: the glasses were dirty starts before I clean my glasses story: I got new glasses in the spring of 2015. We went to a graduation ceremony in June. I was cleaning my glasses when the lens popped out. I was able to pop it back in. I brought the glasses back and complained to the optician., positive, the glasses were dirty starts before i clean my glasses , I got new glasses in the spring of 2015. We went to a graduation ceremony in June. I was cleaning my glasses when the lens popped out. I was able to pop it back in. I brought the glasses back and complained to the optician., the glasses were dirty , i clean my glasses ,before, False,TRUE, after, before
"event: Jenna was very upset. starts after he asks her to the Spring Party story: Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!", positive, jenna was very upset. starts after he asks her to the spring party ," Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!", jenna was very upset. , he asks her to the spring party ,after, True,TRUE, after, before
"event: David put paint on the brush for the horses starts after he taught the horse to hold the brush story: David watched an episode on TV about a horse that paints. ""He thought surely his smart horses could do this, too."" ""At the art store, he bought large canvases, brushes, and acrylics."" He taught the horse to hold the brush in his mouth by the handle. David hung his horses masterpieces all over the barn.", positive, david put paint on the brush for the horses starts after he taught the horse to hold the brush ," David watched an episode on TV about a horse that paints. ""He thought surely his smart horses could do this, too."" ""At the art store, he bought large canvases, brushes, and acrylics."" He taught the horse to hold the brush in his mouth by the handle. David hung his horses masterpieces all over the barn.", david put paint on the brush for the horses , he taught the horse to hold the brush ,after, True,TRUE, before, after
event: Randy packs up all of his belongings. starts after he promised to leave his wife story: Randy is a man who has 5 kids. Randy starts arguing with his wife one day. Randy got so upset he promised to leave his wife. So that's what Randy did. He left his children and wife., positive, randy packs up all of his belongings. starts after he promised to leave his wife , Randy is a man who has 5 kids. Randy starts arguing with his wife one day. Randy got so upset he promised to leave his wife. So that's what Randy did. He left his children and wife., randy packs up all of his belongings. , he promised to leave his wife ,after, True,FALSE, after, after
"event: Her dad wore the Tie to work once or twice a week starts after Beth really want to get her dad a wonderful birthday present story: Beth really wanted to get her dad a wonderful birthday present. ""She usually got him ties, but wanted to go with something different."" ""But no matter how she tried, she couldn't think of something else."" ""She got him his normal tie, and was worried he'd be disappointed."" ""He promised he would love anything she gave him, just because of her.""", positive, her dad wore the tie to work once or twice a week starts after beth really want to get her dad a wonderful birthday present ," Beth really wanted to get her dad a wonderful birthday present. ""She usually got him ties, but wanted to go with something different."" ""But no matter how she tried, she couldn't think of something else."" ""She got him his normal tie, and was worried he'd be disappointed."" ""He promised he would love anything she gave him, just because of her.""", her dad wore the tie to work once or twice a week , beth really want to get her dad a wonderful birthday present ,after, True,Cannot be determined, before, after
event: Jenny's was excited to visit the pound. starts before She n't want to break them up story: Jenny's dad took her to the pound to pick out a kitten. She found the perfect kitten but there was a problem. Her kitten was in the same cage as a friend. She didn't want to break them up. She was delighted when her dad said they could take both home., positive, jenny's was excited to visit the pound. starts before she n't want to break them up , Jenny's dad took her to the pound to pick out a kitten. She found the perfect kitten but there was a problem. Her kitten was in the same cage as a friend. She didn't want to break them up. She was delighted when her dad said they could take both home., jenny's was excited to visit the pound. , she n't want to break them up ,before, True,TRUE, before, before
"event: She thought that the dust or keyboard materials caused an asthma attack. starts after she got sick story: Sarah's computer keyboard was old and dusty. But it still worked. So she didn't need to buy a new one. ""One day, she became sick."" So she bought a new keyboard out of fear.", positive, she thought that the dust or keyboard materials caused an asthma attack. starts after she got sick ," Sarah's computer keyboard was old and dusty. But it still worked. So she didn't need to buy a new one. ""One day, she became sick."" So she bought a new keyboard out of fear.", she thought that the dust or keyboard materials caused an asthma attack. , she got sick ,after, True,None, before, before
"event: Julie struggled to answer the questions on the exam starts after she sat down to take the exam and her mind went blank story: Julie was struggling in Calculus. She needed a C on the final exam to pass the class. She studied for many hours. ""When she sat down to take the exam, her mind went blank."" She failed the exam and the class.", positive, julie struggled to answer the questions on the exam starts after she sat down to take the exam and her mind went blank ," Julie was struggling in Calculus. She needed a C on the final exam to pass the class. She studied for many hours. ""When she sat down to take the exam, her mind went blank."" She failed the exam and the class.", julie struggled to answer the questions on the exam , she sat down to take the exam and her mind went blank ,after, True,TRUE, after, after
"event: Barry visited a furniture shop. starts before he bought a very long bed. story: Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.", positive, barry visited a furniture shop. starts before he bought a very long bed. ," Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.", barry visited a furniture shop. , he bought a very long bed. ,before, True,FALSE, after, before
